# internal/external scatter fraction (axial) for segment 5
32.643074 89.782486 
37.135429 105.976151 
31.145203 86.092377 
29.655823 87.789032 
28.328333 91.555237 
27.782904 88.678085 
27.562431 79.644821 
28.238497 88.463577 
28.213757 91.016609 
27.999619 85.096458 
28.448282 86.397797 
28.722075 86.798599 
29.326994 88.086952 
29.537157 91.001205 
30.019781 89.458076 
30.543249 88.838562 
30.823606 88.030357 
31.137199 88.641586 
31.461599 88.477028 
31.749681 88.814598 
33.048588 90.123314 
33.450211 84.474129 
33.687683 90.446426 
34.324028 89.558144 
34.297447 86.284302 
34.382065 87.703026 
35.100906 95.708549 
36.703972 91.059410 
34.969013 94.931602 
35.594280 87.097824 
36.049561 90.152588 
35.952705 86.905289 
35.886253 82.939957 
35.863728 88.998985 
35.445015 83.336845 
34.283276 85.825462 
34.362514 90.881447 
34.299011 86.209694 
34.387730 89.800064 
34.622116 86.789307 
34.773788 85.597038 
34.650959 87.885315 
34.859982 87.189415 
34.743519 88.417747 
34.733505 84.276184 
34.759743 83.838806 
35.342514 82.454552 
35.486252 84.798035 
35.572334 89.153419 
35.979290 86.293541 
36.018002 81.322365 
36.389072 89.639915 
36.194660 92.616547 
38.142906 92.187859 
36.299904 93.390396 
36.836163 91.018997 
36.562870 86.530533 
36.878086 84.634613 
36.535336 82.373772 
36.379826 88.403671 
36.081936 83.621315 
35.244450 88.418617 
35.135612 87.494438 
35.196114 90.824005 
35.001839 87.044991 
35.208965 91.490532 
35.037209 86.889214 
35.114349 92.990593 
35.047009 87.293648 
35.062790 89.152229 
35.200676 90.159767 
35.270378 82.816452 
36.289410 83.684174 
36.881630 88.562675 
36.740646 83.921181 
37.448238 88.850670 
37.973152 90.836220 
38.404423 88.937576 
38.722378 94.402267 
41.056351 91.620514 
38.834568 93.728371 
38.071243 91.163391 
37.585476 87.502846 
37.438347 84.036026 
36.937885 87.497963 
36.975304 79.351402 
36.277626 87.389481 
35.127907 88.158905 
34.867184 93.290993 
34.589024 90.973892 
34.442764 85.627785 
34.207394 88.442535 
34.179592 90.218407 
33.964088 92.935661 
33.988785 89.042450 
34.045746 86.758812 
33.974220 89.470459 
34.003937 83.235847 
34.905308 85.835655 
35.574757 85.301483 
35.140041 90.295532 
35.856888 86.756248 
37.420013 87.495056 
38.476555 90.857536 
39.396900 87.345154 
45.147198 96.055542 
38.481892 85.533943 
