# internal/external scatter fraction (axial) for segment 1
44.201660 43.163216 
40.759808 51.177784 
83.563194 98.304375 
79.781784 94.912987 
115.435753 124.100357 
111.479454 134.546173 
120.386482 128.421127 
76.019051 107.806862 
91.663185 80.649231 
71.031364 74.846672 
84.659248 67.186432 
57.305527 72.150284 
58.399216 73.485092 
35.621838 76.784279 
34.101398 73.997589 
28.319756 87.310722 
27.743732 94.105339 
20.754501 91.622406 
23.574522 88.252625 
19.779192 85.896492 
24.198299 90.077797 
21.482040 87.830986 
26.777906 98.032501 
23.719851 86.097565 
23.482433 79.565056 
19.471945 72.970238 
25.112967 67.634827 
20.252291 72.142265 
26.154476 75.712440 
21.417273 78.417465 
27.492159 79.226982 
22.463985 99.443848 
30.222555 101.810295 
22.918604 93.001556 
28.902500 82.583893 
22.985212 78.372360 
28.494980 69.414520 
22.688738 73.156876 
28.543711 71.455292 
22.762062 69.546295 
27.970676 74.992867 
28.861397 81.705826 
33.524944 90.060623 
27.500328 93.106133 
32.024017 94.968948 
26.918163 91.617577 
32.512413 89.837921 
28.288536 87.033699 
34.803387 87.780014 
30.262754 81.267235 
29.545742 68.572807 
24.316833 67.614578 
30.855518 72.778557 
24.541683 72.526909 
31.361624 74.499199 
25.576103 79.329910 
32.337044 82.482368 
25.901123 95.203491 
34.868664 104.472778 
26.206573 97.150520 
33.043484 77.053223 
26.338627 77.359650 
32.799732 74.855347 
25.868080 69.488068 
32.492069 72.419846 
25.529636 71.884842 
30.702169 71.360443 
30.883085 82.765015 
34.753139 92.073891 
27.579872 91.991631 
31.637529 87.214577 
26.479984 88.948792 
31.871782 96.262024 
27.562271 90.871490 
34.354660 94.371887 
30.183477 81.904793 
29.528646 66.006752 
24.524160 71.518036 
31.415812 69.702393 
25.312975 73.991859 
32.083694 75.735794 
25.957106 80.829330 
32.431152 78.784836 
25.863415 97.367409 
34.525246 104.327446 
26.167961 102.094467 
32.684704 74.648514 
25.994646 81.235954 
32.233524 73.381439 
25.226635 74.803673 
31.498480 67.828903 
25.015278 72.713051 
30.641443 71.599152 
31.690231 83.205643 
36.588482 92.958839 
29.585558 95.770454 
34.233788 89.687912 
28.672438 90.344719 
34.279419 91.574867 
29.575430 93.473846 
36.461216 94.837685 
31.551605 80.595482 
30.542772 71.642174 
24.865715 70.083710 
31.722755 70.131210 
25.293802 70.015831 
32.219738 74.151306 
25.924988 76.791054 
32.867229 80.289795 
26.225220 97.477501 
34.649776 100.755737 
25.786942 98.954552 
32.677238 79.824013 
26.150322 77.243141 
32.692635 77.689491 
26.110033 72.869347 
32.628132 69.666382 
24.262354 73.038254 
29.608923 72.039818 
30.323282 75.111252 
34.859192 90.701561 
28.564425 91.243073 
33.123196 93.667824 
27.755627 86.665184 
32.911739 89.446846 
28.520668 96.618996 
35.230019 92.111351 
30.436060 85.742676 
29.619125 78.196449 
24.201815 76.587494 
30.857159 70.678925 
24.654867 70.576324 
31.275297 79.083336 
25.601871 80.926369 
32.960667 87.799637 
27.593124 107.835297 
40.003857 124.111992 
35.975525 133.282623 
36.078785 113.993202 
24.160948 97.044159 
24.275656 74.032578 
12.732079 61.764225 
13.447692 37.535213 
