# axial projection en/sss for segment 12
68734.757812 7490.969238 61243.789062
36214.230469 3812.964600 32401.265625
70458.968750 7554.556641 62904.414062
67654.835938 11811.674805 55843.160156
66879.187500 16292.353516 50586.835938
66511.429688 18313.679688 48197.750000
66290.828125 21374.734375 44916.093750
66414.273438 21899.597656 44514.675781
66676.710938 22852.023438 43824.687500
66762.796875 20983.457031 45779.339844
67343.804688 21773.804688 45570.000000
67725.476562 19938.722656 47786.753906
68551.523438 20630.517578 47921.007812
68928.429688 19315.179688 49613.250000
69247.117188 20869.662109 48377.453125
69549.445312 20443.445312 49106.000000
69676.468750 22555.652344 47120.816406
69741.242188 22072.281250 47668.960938
70068.570312 24427.189453 45641.382812
70313.468750 23826.646484 46486.820312
70590.875000 23351.396484 47239.476562
71058.125000 20263.460938 50794.664062
71844.406250 20764.595703 51079.812500
71681.601562 17392.332031 54289.269531
72461.140625 16095.766602 56365.375000
71315.835938 14194.846680 57120.988281
72466.234375 22385.935547 50080.296875
72679.250000 14082.599609 58596.648438
74078.125000 16094.930664 57983.195312
73351.804688 17443.597656 55908.207031
72882.437500 20800.623047 52081.812500
72541.609375 20417.681641 52123.929688
72760.742188 23761.570312 48999.171875
72660.820312 24368.748047 48292.070312
73065.617188 25235.472656 47830.144531
72896.367188 22984.240234 49912.125000
73333.984375 23836.494141 49497.492188
72986.656250 21801.091797 51185.562500
73037.601562 22622.902344 50414.699219
72963.109375 20987.873047 51975.234375
72347.484375 22579.056641 49768.429688
72166.195312 21980.736328 50185.460938
72412.828125 24250.619141 48162.210938
72268.000000 23475.906250 48792.093750
72029.414062 25709.041016 46320.375000
72332.851562 25111.128906 47221.722656
72426.570312 24622.058594 47804.511719
72754.460938 21299.742188 51454.718750
73499.250000 19172.916016 54326.335938
73823.523438 13944.140625 59879.382812
75752.585938 8940.089844 66812.500000
40685.976562 4586.518555 36099.457031
77945.523438 9176.332031 68769.187500
